experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
40,2026-09-01 12:37:35,train,113,full_training,3.3131496906280518,0.04964395612478256,157.0,1,0,0.2325300489901565,6.721983432769775,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.196,512,2.21958589553833,1.8175988556763478,0.039080806585754996,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,13.237300872802734,-112.45169067382812,73.53961944580078,13.326103210449219,36.85682716369629,3.372739315032959,3.2089712619781494,1.6730587482452393,4.887053489685059,684.625244140625,0.22038161009550095,0.13886557519435883
41,2026-09-01 12:37:36,train,113,full_training,3.987642765045166,0.04008365422487259,233.0,1,0,0.3229211230063811,6.418890476226807,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.196,512,2.21958589553833,1.8175988556763478,0.039080806585754996,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,42.66431427001953,-1248.4840087890625,73.53961944580078,13.32610034942627,113.63269081115723,3.372739315032959,3.2089688777923584,3.549093723297119,13.464167594909668,4273.54443359375,0.4674999564886093,0.6248950362205505
42,2026-09-01 12:37:36,train,113,full_training,3.305828809738159,0.04530689865350723,146.0,1,0,0.18973746499978006,6.55886697769165,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.196,512,2.21958589553833,1.8175988556763478,0.039080806585754996,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,11.685741424560547,-84.16230773925781,84.64111328125,15.045244216918945,31.079125118255615,2.0225818157196045,1.9048970937728882,1.286277174949646,4.324560165405273,600.5374755859375,0.1992953047156334,0.09576299414038658
43,2026-09-01 12:37:36,train,114,full_training,5.900721073150635,0.044593650847673416,213.0,1,0,0.2648737279814668,7.56976842880249,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.169,512,3.737501621246338,2.07814721945217,0.05601093068498042,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,14.349451065063477,-104.47193908691406,69.2998275756836,14.175501823425293,27.0185640335083,3.3453781604766846,3.215178966522217,1.6474523544311523,5.705554962158203,38.40532302856445,0.1996147260069847,0.10663020238280296
44,2026-09-01 12:37:37,train,114,full_training,9.106314659118652,0.04417123273015022,229.0,1,0,0.28189768400625326,6.895741939544678,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.169,512,3.737501621246338,2.07814721945217,0.05601093068498042,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,41.504608154296875,-709.64501953125,69.2998275756836,14.175498008728027,92.78990478515625,3.3453781604766846,3.215178966522217,3.4947738647460938,11.663102149963379,349.35919189453125,0.42344674468040466,0.4798358678817749
45,2026-09-01 12:37:37,train,114,full_training,5.144262313842773,0.04284575581550598,258.0,1,0,0.3150238369998988,7.970556259155273,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.169,512,3.737501621246338,2.07814721945217,0.05601093068498042,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,12.4319486618042,-95.2878646850586,80.03627014160156,15.211440086364746,14.079929065704345,1.9548628330230713,1.9288525581359863,1.261478304862976,5.439579486846924,23.931028366088867,0.1873789280653,0.08159521594643593
46,2026-09-01 12:37:37,train,115,full_training,1.7319481372833252,0.04250377044081688,18.0,1,0,0.02072315599070862,3.3948514461517334,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.059,256,1.9879740476608276,1.7624965600309757,0.036315961088896946,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,9.096773147583008,-17.439905166625977,61.067291259765625,13.730316162109375,43.194516849517825,3.4408841133117676,3.303478717803955,1.6528091430664062,2.75197172164917,16.649438858032227,0.19981402158737183,0.11345415934920311
47,2026-09-01 12:37:37,train,115,full_training,1.5169366598129272,0.031638290733098984,9.0,1,0,0.011625284008914605,2.1950957775115967,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.059,256,1.9879740476608276,1.7624965600309757,0.036315961088896946,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,21.83988380432129,-208.4399871826172,61.067291259765625,13.73031997680664,104.19993133544922,3.4408841133117676,3.303481340408325,3.5061376094818115,5.156851768493652,173.32627868652344,0.4238694757223129,0.5105436444282532
48,2026-09-01 12:37:37,train,115,full_training,2.0948362350463867,0.04890799894928932,12.0,1,0,0.017023114021867514,3.115234136581421,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.059,256,1.9879740476608276,1.7624965600309757,0.036315961088896946,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,8.563217163085938,-25.39498519897461,88.24359130859375,14.73292350769043,39.592526817321776,2.1455636024475098,2.0373950004577637,1.2747890949249268,3.0112836360931396,19.981096267700195,0.18039605766534805,0.08624458312988281
49,2026-09-01 12:37:38,train,116,full_training,2.8548970222473145,0.03609216958284378,147.0,1,0,0.20332302901078947,5.911025047302246,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,8,0.164,512,1.7889457941055298,1.7097517854635775,0.04023200765423677,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,26.7246150970459,-391.96295166015625,108.29656982421875,17.555133819580078,59.40086350440979,15.65137004852295,11.462381362915039,2.4563193321228027,8.129378318786621,116.06910705566406,0.3222237527370453,0.2841576933860779
50,2026-09-01 12:37:38,train,116,full_training,3.902416229248047,0.039123475551605225,209.0,1,0,0.6360702009988017,6.154561996459961,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,8,0.164,512,1.7889457941055298,1.7097517854635775,0.04023200765423677,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,537.7823486328125,68.55917358398438,-2278.745361328125,108.29656982421875,17.555133819580078,137.77837886810303,15.651372909545898,11.462387084960938,3.883781909942627,17.78406524658203,502.1949157714844,0.5094804763793945,0.7103942334651947
51,2026-09-01 12:37:39,train,116,full_training,3.029447078704834,0.03905562683939934,147.0,1,0,0.5571503410174046,7.1266045570373535,2,32,1377,2624,relu,none,0.0,none,22032,orthogonal,4.333333333333333,2.8674416542053223,8,0.164,512,1.7889457941055298,1.7097517854635775,0.04023200765423677,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,140.87918090820312,11.10669994354248,-101.85323333740234,118.80990600585938,19.006071090698242,55.935610961914065,6.853338718414307,5.644789695739746,1.507232427597046,4.676974773406982,60.44944763183594,0.2596522867679596,0.1605854108929634
52,2026-09-01 12:37:40,test,117,full_training,7.70114278793335,0.04751172289252281,154.0,1,0,0.4996647140069399,8.20778751373291,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.054,384,5.210128307342529,2.244240774500231,0.02321914937049302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,18.15383529663086,-235.53907775878906,82.14389038085938,13.924412727355957,27.20009365081787,3.1549432277679443,3.1583917140960693,1.6552870273590088,8.194839477539062,233.63482666015625,0.2031082957983017,0.12407070770859718
53,2026-09-01 12:37:40,test,117,full_training,12.790434837341309,0.04675890505313873,174.0,1,0,0.3431505089974962,7.636449337005615,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.054,384,5.210128307342529,2.244240774500231,0.02321914937049302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,53.351715087890625,-1555.9443359375,82.14389038085938,13.924409866333008,112.42569198608399,3.1549432277679443,3.1583919525146484,3.5113935470581055,17.267662048339844,1067.270751953125,0.43085777759552,0.5583181381225586
54,2026-09-01 12:37:41,test,117,full_training,6.455312728881836,0.0426846519112587,203.0,1,0,0.4492435430001933,8.449028015136719,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.054,384,5.210128307342529,2.244240774500231,0.02321914937049302,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,14.688569068908691,-167.11813354492188,89.79174041748047,15.277976036071777,-2.7427957534790037,2.0126333236694336,1.9823718070983887,1.2398992776870728,7.200563430786133,167.72926330566406,0.18686822056770325,0.08889267966151237
55,2026-09-01 12:37:41,train,118,full_training,1.616358757019043,0.03026166930794716,10.0,1,0,0.02373883398831822,2.7783095836639404,2,32,1217,2304,relu,none,0.0,none,19472,xavier,3.998493274052938,2.7725577354431152,3,0.094,512,2.007537364959717,1.7673929228786056,0.01981668363188704,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,85.53611755371094,12.40086841583252,-52.92656326293945,55.32175064086914,12.33680534362793,49.75107841491699,2.3624978065490723,2.2114455699920654,1.2945556640625,4.19682502746582,40.440208435058594,0.17894870042800903,0.09055845811963081
56,2026-09-01 12:37:41,train,118,full_training,1.0340297222137451,0.04638560116291046,18.0,1,0,0.04488076199777424,2.49987530708313,2,32,1217,2304,relu,none,0.0,none,19472,he,5.3281480471293134,2.563436269760132,3,0.094,512,2.007537364959717,1.7673929228786056,0.01981668363188704,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,247.24282836914062,28.81235122680664,-125.78546142578125,55.32175064086914,12.33680534362793,227.3985168457031,2.3624978065490723,2.2114453315734863,3.1266489028930664,7.312320232391357,133.96481323242188,0.43220221996307373,0.528257742524147
57,2026-09-01 12:37:41,train,118,full_training,2.1050784587860107,0.049960315227508545,21.0,1,0,0.042454108013771474,4.112216472625732,2,32,1217,2304,relu,none,0.0,none,19472,orthogonal,3.8164965311686196,3.016789674758911,3,0.094,512,2.007537364959717,1.7673929228786056,0.01981668363188704,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,53.49358367919922,11.769330978393555,-36.024471282958984,49.90318298339844,12.36128044128418,29.101087760925292,1.81197988986969,1.7514972686767578,1.2374391555786133,3.6612625122070312,27.223920822143555,0.18903299421072006,0.08577866479754448
58,2026-09-01 12:37:42,train,119,full_training,2.0957911014556885,0.04418618232011795,225.0,1,0,0.5586018970061559,6.696568012237549,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.054,768,1.9664058685302734,1.7570422553188172,0.02637845980702859,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,7.074799060821533,-12.723749160766602,100.73735809326172,17.70661163330078,30.591594696044922,5.3104166984558105,4.816425323486328,1.9254885911941528,1.9114238023757935,60.826351165771484,0.2717776894569397,0.18661419302225113
59,2026-09-01 12:37:43,train,119,full_training,2.0265495777130127,0.042404964566230774,257.0,1,0,0.6380245119798928,6.945370197296143,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.054,768,1.9664058685302734,1.7570422553188172,0.02637845980702859,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,383.60638427734375,16.274120330810547,-56.10684585571289,100.73735809326172,17.706615447998047,86.67090549468995,5.3104166984558105,4.816427230834961,3.426431894302368,3.428295612335205,288.138427734375,0.4836319088935852,0.5909449607133865
60,2026-09-01 12:37:43,train,119,full_training,2.4328553676605225,0.04003141075372696,109.0,1,0,0.2118497450137511,5.782047748565674,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.054,768,1.9664058685302734,1.7570422553188172,0.02637845980702859,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,5.940622329711914,-17.66810417175293,111.25391387939453,18.060152053833008,23.69185972213745,3.476560115814209,3.3785016536712646,1.4743244647979736,2.0927364826202393,35.17237091064453,0.23366723954677582,0.12434718012809753
61,2026-09-01 12:37:44,train,120,full_training,9.194311141967773,0.03504766523838043,189.0,1,0,0.489325930015184,7.772634983062744,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.074,768,4.2228922843933105,2.139198667571713,0.02870877287449197,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,69.35545349121094,-2718.1142578125,111.59940338134766,17.990694046020508,121.83194313049316,6.842350006103516,5.973400592803955,2.261056900024414,22.749364852905273,2768.712890625,0.3190360367298126,0.24686487019062042
62,2026-09-01 12:37:44,train,120,full_training,13.279655456542969,0.04041774570941925,314.0,1,0,0.71569093700964,7.791108131408691,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.074,768,4.2228922843933105,2.139198667571713,0.02870877287449197,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,182.15127563476562,-15806.4169921875,111.59940338134766,17.990694046020508,360.5442169189453,6.842350959777832,5.9734015464782715,3.773808240890503,49.38151931762695,8780.884765625,0.5324858129024506,0.6876950562000275
63,2026-09-01 12:37:45,train,120,full_training,7.508945465087891,0.04864679276943207,165.0,1,0,0.3039564270002302,8.196394920349121,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.074,768,4.2228922843933105,2.139198667571713,0.02870877287449197,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,34.42353439331055,-1042.680908203125,113.40743255615234,19.244054794311523,91.3153076171875,4.004215240478516,3.6308987140655518,1.545770525932312,15.14452075958252,1004.186279296875,0.2726845443248749,0.15656842291355133
64,2026-09-01 12:37:45,train,121,full_training,0.7288388013839722,0.04586135596036911,10.0,1,0,0.016317012981744483,2.7535886764526367,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,2,0.065,768,1.9745866060256958,1.7591180647243057,0.050696254838665224,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,8.692087173461914,-29.121315002441406,-167.3564453125,7.253757476806641,10.344440174102782,1.8399189710617065,1.356906533241272,1.2682015895843506,3.019925355911255,51.356483459472656,0.1288967877626419,0.05980626866221428
65,2026-09-01 12:37:45,train,121,full_training,0.5591950416564941,0.04904920607805252,8.0,1,0,0.014743609994184226,1.6201386451721191,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,2,0.065,768,1.9745866060256958,1.7591180647243057,0.050696254838665224,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,he,203.48391723632812,22.269821166992188,-187.0915069580078,-167.3564453125,7.253757476806641,179.42235040664673,1.839918851852417,1.356906533241272,3.697411298751831,6.948977947235107,367.3319396972656,0.37579549849033356,0.5083533078432083
66,2026-09-01 12:37:45,train,121,full_training,0.7871189713478088,0.0462174229323864,10.0,1,0,0.02041349999490194,2.9057257175445557,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,2,0.065,768,1.9745866060256958,1.7591180647243057,0.050696254838665224,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,high,cpu,small_model__clean_data__high_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,6.086523056030273,-17.571508407592773,-155.12791442871094,7.135117053985596,-1.061682891845703,1.330599069595337,1.3075222969055176,1.0949856042861938,2.2548975944519043,32.02168655395508,0.11778870970010757,0.0449689831584692
67,2026-09-01 12:37:46,train,122,full_training,2.706831455230713,0.048933908343315125,150.0,1,0,0.32942975297919475,6.447810173034668,2,32,1377,2624,relu,none,0.0,none,22032,xavier,4.944721817970276,2.613090753555298,8,0.064,512,1.8375557661056519,1.7231566834773582,0.03235764984075255,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,284.1978759765625,22.66357421875,-319.12841796875,112.91358184814453,17.196941375732422,49.530396461486816,19.641698837280273,12.427212715148926,2.4939701557159424,7.229669570922852,289.6822509765625,0.3213825076818466,0.27708522975444794
68,2026-09-01 12:37:46,train,122,full_training,4.633255481719971,0.048124052584171295,134.0,1,0,0.31361609799205326,6.012585163116455,2,32,1377,2624,relu,none,0.0,none,22032,he,6.131039500236511,3.138056993484497,8,0.064,512,1.8375557661056519,1.7231566834773582,0.03235764984075255,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,537.7823486328125,60.471641540527344,-1896.103759765625,112.91358184814453,17.196937561035156,123.09169235229493,19.6417236328125,12.427197456359863,3.9433131217956543,16.018339157104492,1083.5828857421875,0.5081503987312317,0.6927130818367004
